abhi1_frame_000000.png,abhi1_frame_000000.txt
abhi1_frame_000001.png,abhi1_frame_000001.txt
abhi1_frame_000002.png,abhi1_frame_000002.txt
abhi1_frame_000003.png,abhi1_frame_000003.txt
abhi1_frame_000004.png,abhi1_frame_000004.txt
abhi1_frame_000005.png,abhi1_frame_000005.txt
abhi1_frame_000006.png,abhi1_frame_000006.txt
abhi1_frame_000007.png,abhi1_frame_000007.txt
abhi1_frame_000008.png,abhi1_frame_000008.txt
abhi1_frame_000009.png,abhi1_frame_000009.txt
abhi1_frame_000010.png,abhi1_frame_000010.txt
abhi1_frame_000011.png,abhi1_frame_000011.txt
abhi1_frame_000012.png,abhi1_frame_000012.txt
abhi1_frame_000013.png,abhi1_frame_000013.txt
abhi1_frame_000014.png,abhi1_frame_000014.txt
abhi1_frame_000015.png,abhi1_frame_000015.txt
abhi1_frame_000016.png,abhi1_frame_000016.txt
abhi1_frame_000017.png,abhi1_frame_000017.txt
abhi1_frame_000018.png,abhi1_frame_000018.txt
abhi1_frame_000019.png,abhi1_frame_000019.txt
abhi1_frame_000020.png,abhi1_frame_000020.txt
abhi1_frame_000021.png,abhi1_frame_000021.txt
abhi1_frame_000022.png,abhi1_frame_000022.txt
abhi1_frame_000023.png,abhi1_frame_000023.txt
abhi1_frame_000024.png,abhi1_frame_000024.txt
abhi1_frame_000025.png,abhi1_frame_000025.txt
abhi1_frame_000026.png,abhi1_frame_000026.txt
abhi1_frame_000027.png,abhi1_frame_000027.txt
abhi1_frame_000028.png,abhi1_frame_000028.txt
abhi1_frame_000029.png,abhi1_frame_000029.txt
abhi1_frame_000030.png,abhi1_frame_000030.txt
abhi1_frame_000031.png,abhi1_frame_000031.txt
abhi1_frame_000032.png,abhi1_frame_000032.txt
abhi1_frame_000033.png,abhi1_frame_000033.txt
abhi1_frame_000034.png,abhi1_frame_000034.txt
abhi1_frame_000035.png,abhi1_frame_000035.txt
abhi1_frame_000036.png,abhi1_frame_000036.txt
abhi1_frame_000037.png,abhi1_frame_000037.txt
abhi1_frame_000038.png,abhi1_frame_000038.txt
abhi1_frame_000039.png,abhi1_frame_000039.txt
abhi1_frame_000040.png,abhi1_frame_000040.txt
abhi1_frame_000041.png,abhi1_frame_000041.txt
abhi1_frame_000042.png,abhi1_frame_000042.txt
abhi1_frame_000043.png,abhi1_frame_000043.txt
abhi1_frame_000044.png,abhi1_frame_000044.txt
abhi1_frame_000045.png,abhi1_frame_000045.txt
abhi1_frame_000046.png,abhi1_frame_000046.txt
abhi1_frame_000047.png,abhi1_frame_000047.txt
abhi1_frame_000048.png,abhi1_frame_000048.txt
abhi1_frame_000049.png,abhi1_frame_000049.txt
abhi1_frame_000050.png,abhi1_frame_000050.txt
abhi1_frame_000051.png,abhi1_frame_000051.txt
abhi1_frame_000052.png,abhi1_frame_000052.txt
abhi1_frame_000053.png,abhi1_frame_000053.txt
abhi1_frame_000054.png,abhi1_frame_000054.txt
abhi1_frame_000055.png,abhi1_frame_000055.txt
abhi1_frame_000056.png,abhi1_frame_000056.txt
abhi1_frame_000057.png,abhi1_frame_000057.txt
abhi1_frame_000058.png,abhi1_frame_000058.txt
abhi1_frame_000059.png,abhi1_frame_000059.txt
abhi1_frame_000060.png,abhi1_frame_000060.txt
abhi1_frame_000061.png,abhi1_frame_000061.txt
abhi1_frame_000062.png,abhi1_frame_000062.txt
abhi1_frame_000063.png,abhi1_frame_000063.txt
abhi1_frame_000064.png,abhi1_frame_000064.txt
abhi1_frame_000065.png,abhi1_frame_000065.txt
abhi1_frame_000066.png,abhi1_frame_000066.txt
abhi1_frame_000067.png,abhi1_frame_000067.txt
abhi1_frame_000068.png,abhi1_frame_000068.txt
abhi1_frame_000069.png,abhi1_frame_000069.txt
abhi1_frame_000070.png,abhi1_frame_000070.txt
abhi1_frame_000071.png,abhi1_frame_000071.txt
abhi1_frame_000072.png,abhi1_frame_000072.txt
abhi1_frame_000073.png,abhi1_frame_000073.txt
abhi1_frame_000074.png,abhi1_frame_000074.txt
abhi1_frame_000075.png,abhi1_frame_000075.txt
abhi1_frame_000076.png,abhi1_frame_000076.txt
abhi1_frame_000077.png,abhi1_frame_000077.txt
abhi1_frame_000078.png,abhi1_frame_000078.txt
abhi1_frame_000079.png,abhi1_frame_000079.txt
abhi1_frame_000080.png,abhi1_frame_000080.txt
abhi1_frame_000081.png,abhi1_frame_000081.txt
abhi1_frame_000082.png,abhi1_frame_000082.txt
abhi1_frame_000083.png,abhi1_frame_000083.txt
abhi1_frame_000084.png,abhi1_frame_000084.txt
abhi1_frame_000085.png,abhi1_frame_000085.txt
abhi1_frame_000086.png,abhi1_frame_000086.txt
abhi1_frame_000087.png,abhi1_frame_000087.txt
abhi1_frame_000088.png,abhi1_frame_000088.txt
abhi1_frame_000089.png,abhi1_frame_000089.txt
abhi1_frame_000090.png,abhi1_frame_000090.txt
abhi1_frame_000091.png,abhi1_frame_000091.txt
abhi1_frame_000092.png,abhi1_frame_000092.txt
